datetime,usage,temp,stress
2020-07-29 06:12:38.620239,45.2,46.698,2
2020-07-29 06:12:39.622862,50.0,47.236,2
2020-07-29 06:12:40.624927,50.5,47.236,2
2020-07-29 06:12:41.626956,49.5,48.312,2
2020-07-29 06:12:42.634490,98.8,49.926,4
2020-07-29 06:12:43.637004,100.0,50.464,4
2020-07-29 06:12:44.639010,100.0,51.54,4
2020-07-29 06:12:45.641105,100.0,52.078,4
2020-07-29 06:12:46.643175,100.0,52.616,4
2020-07-29 06:12:47.645004,100.0,53.154,4
2020-07-29 06:12:48.647174,100.0,52.616,4
2020-07-29 06:12:49.649342,100.0,53.692,4
2020-07-29 06:12:50.651286,100.0,53.692,4
2020-07-29 06:12:51.653266,100.0,54.768,4
2020-07-29 06:12:52.654970,100.0,54.23,4
2020-07-29 06:12:53.656894,100.0,54.768,4
2020-07-29 06:12:54.658838,100.0,55.844,4
2020-07-29 06:12:55.660878,97.5,55.844,4
2020-07-29 06:12:56.669031,74.3,55.306,3
2020-07-29 06:12:57.671494,75.0,54.23,3
2020-07-29 06:12:58.673505,75.0,54.768,3
2020-07-29 06:12:59.675543,74.6,55.306,3
2020-07-29 06:13:00.682763,98.2,55.844,4
2020-07-29 06:13:01.684989,100.0,56.382,4
2020-07-29 06:13:02.687122,100.0,57.458,4
2020-07-29 06:13:03.689063,100.0,57.458,4
2020-07-29 06:13:04.691071,99.2,57.996,4
2020-07-29 06:13:05.698601,25.4,55.844,1
2020-07-29 06:13:06.701067,25.0,54.768,1
2020-07-29 06:13:07.703016,25.0,54.768,1
2020-07-29 06:13:08.717664,0.2,53.692,0
2020-07-29 06:13:09.721095,0.0,52.616,0
2020-07-29 06:13:10.723730,0.0,52.078,0
2020-07-29 06:13:11.726494,0.2,52.078,0
2020-07-29 06:13:12.729097,0.2,51.54,0
2020-07-29 06:13:13.731980,0.0,50.464,0
2020-07-29 06:13:14.743926,25.2,52.078,1
2020-07-29 06:13:15.746460,25.4,52.616,1
2020-07-29 06:13:16.748505,25.2,53.154,1
2020-07-29 06:13:17.750660,25.1,53.154,1
2020-07-29 06:13:18.752790,25.2,53.154,1
2020-07-29 06:13:19.760179,98.5,55.306,4
2020-07-29 06:13:20.762603,100.0,55.844,4
2020-07-29 06:13:21.764561,100.0,56.382,4
2020-07-29 06:13:22.766571,99.5,57.458,4
2020-07-29 06:13:23.773935,49.6,56.92,2
2020-07-29 06:13:24.776459,50.2,56.382,2
2020-07-29 06:13:25.778385,50.0,56.382,2
2020-07-29 06:13:26.780321,50.1,56.382,2
2020-07-29 06:13:27.782272,49.9,55.844,2
2020-07-29 06:13:28.790188,74.3,56.382,3
2020-07-29 06:13:29.792608,75.0,57.458,3
2020-07-29 06:13:30.794486,75.0,57.996,3
2020-07-29 06:13:31.796479,75.2,57.458,3
2020-07-29 06:13:32.798430,75.7,57.996,3
2020-07-29 06:13:33.800560,75.2,57.996,3
2020-07-29 06:13:34.802642,75.2,58.534,3
2020-07-29 06:13:35.804696,75.0,57.996,3
2020-07-29 06:13:36.806745,75.4,58.534,3
2020-07-29 06:13:37.808737,75.0,58.534,3
2020-07-29 06:13:38.810619,75.2,59.072,3
2020-07-29 06:13:39.812687,73.5,59.072,3
2020-07-29 06:13:40.820366,0.2,56.92,0
2020-07-29 06:13:41.823560,0.0,55.844,0
2020-07-29 06:13:42.826352,0.2,54.23,0
2020-07-29 06:13:43.829012,0.0,54.23,0
2020-07-29 06:13:44.841054,25.4,55.306,1
2020-07-29 06:13:45.843474,25.1,55.844,1
2020-07-29 06:13:46.845411,25.2,55.844,1
2020-07-29 06:13:47.847392,25.0,55.844,1
2020-07-29 06:13:48.849551,25.3,55.844,1
2020-07-29 06:13:49.851690,24.9,55.844,1
2020-07-29 06:13:50.853688,24.7,55.844,1
2020-07-29 06:13:51.861298,1.0,54.768,0
2020-07-29 06:13:52.864758,0.2,53.692,0
2020-07-29 06:13:53.867541,0.2,53.692,0
2020-07-29 06:13:54.870185,0.0,53.154,0
2020-07-29 06:13:55.872963,0.0,52.616,0
2020-07-29 06:13:56.875602,0.0,52.616,0
2020-07-29 06:13:57.878164,0.0,52.616,0
2020-07-29 06:13:58.880940,0.0,52.616,0
2020-07-29 06:13:59.883591,0.0,52.078,0
2020-07-29 06:14:00.886423,0.2,52.078,0
2020-07-29 06:14:01.889069,0.5,52.078,0
2020-07-29 06:14:02.891878,0.0,52.616,0
2020-07-29 06:14:03.894441,0.0,51.54,0
2020-07-29 06:14:04.897264,0.3,51.54,0
2020-07-29 06:14:05.909195,25.5,52.616,1
2020-07-29 06:14:06.911652,25.0,53.692,1
2020-07-29 06:14:07.913577,25.0,54.23,1
2020-07-29 06:14:08.915560,25.0,54.768,1
2020-07-29 06:14:09.922853,98.8,55.844,4
2020-07-29 06:14:10.924987,100.0,56.92,4
2020-07-29 06:14:11.926861,100.0,57.996,4
2020-07-29 06:14:12.928833,100.0,58.534,4
2020-07-29 06:14:13.930782,100.0,59.072,4
2020-07-29 06:14:14.932770,100.0,59.072,4
2020-07-29 06:14:15.934691,100.0,60.148,4
2020-07-29 06:14:16.936672,100.0,60.148,4
2020-07-29 06:14:17.938592,100.0,60.148,4
2020-07-29 06:14:18.940550,100.0,60.686,4
2020-07-29 06:14:19.942604,100.0,61.224,4
2020-07-29 06:14:20.944552,100.0,61.224,4
2020-07-29 06:14:21.946602,98.0,61.224,4
2020-07-29 06:14:22.954433,52.5,60.686,2
2020-07-29 06:14:23.956947,50.4,60.148,2
2020-07-29 06:14:24.958971,50.4,60.148,2
2020-07-29 06:14:25.961024,50.0,59.61,2
2020-07-29 06:14:26.962968,50.1,60.148,2
2020-07-29 06:14:27.964910,50.4,59.61,2
2020-07-29 06:14:28.966905,50.0,59.61,2
2020-07-29 06:14:29.969038,49.5,60.148,2
2020-07-29 06:14:30.977440,2.0,57.996,0
2020-07-29 06:14:31.980893,0.0,56.382,0
2020-07-29 06:14:32.983517,0.0,55.844,0
2020-07-29 06:14:33.986376,7.0,56.92,0
2020-07-29 06:14:34.988729,7.0,55.844,0
2020-07-29 06:14:35.990972,0.3,55.306,0
2020-07-29 06:14:36.993765,0.0,55.306,0
2020-07-29 06:14:37.996563,0.7,54.768,0
2020-07-29 06:14:38.999442,0.0,54.23,0
2020-07-29 06:14:40.002327,0.0,54.768,0
2020-07-29 06:14:41.005062,0.0,53.692,0
