datetime,usage,temp,stress
2020-07-28 19:11:02.897871,47.4,47.236,2
2020-07-28 19:11:03.900367,50.5,47.774,2
2020-07-28 19:11:04.902466,52.6,48.312,2
2020-07-28 19:11:05.904886,56.2,49.388,2
2020-07-28 19:11:06.906954,52.6,49.388,2
2020-07-28 19:11:07.909122,50.7,49.926,2
2020-07-28 19:11:08.911280,50.6,49.388,2
2020-07-28 19:11:09.913358,50.5,48.85,2
2020-07-28 19:11:10.915431,50.7,49.388,2
2020-07-28 19:11:11.917497,50.7,49.388,2
2020-07-28 19:11:12.919606,50.7,49.388,2
2020-07-28 19:11:13.921679,51.3,49.926,2
2020-07-28 19:11:14.923781,53.0,50.464,2
2020-07-28 19:11:15.925884,55.8,49.926,2
2020-07-28 19:11:16.928105,62.7,51.54,2
2020-07-28 19:11:17.930285,51.5,51.54,2
2020-07-28 19:11:18.932448,54.3,51.54,2
2020-07-28 19:11:19.934598,51.3,51.002,2
2020-07-28 19:11:20.941813,76.9,52.078,3
2020-07-28 19:11:21.944260,76.1,52.078,3
2020-07-28 19:11:22.946416,75.8,53.154,3
2020-07-28 19:11:23.947795,75.4,52.616,3
2020-07-28 19:11:24.949847,75.0,53.692,3
2020-07-28 19:11:25.951740,75.2,53.692,3
2020-07-28 19:11:26.953718,74.3,53.692,3
2020-07-28 19:11:27.961045,25.1,52.616,1
2020-07-28 19:11:28.963476,25.0,52.078,1
2020-07-28 19:11:29.965497,25.0,51.54,1
2020-07-28 19:11:30.978064,0.5,50.464,0
2020-07-28 19:11:31.981494,0.0,49.926,0
2020-07-28 19:11:32.984085,0.0,49.388,0
2020-07-28 19:11:33.986698,0.0,49.388,0
2020-07-28 19:11:34.989393,0.2,48.312,0
2020-07-28 19:11:35.992072,0.0,48.312,0
2020-07-28 19:11:36.994684,0.0,48.312,0
2020-07-28 19:11:37.997298,0.0,48.312,0
2020-07-28 19:11:38.999982,0.8,47.774,0
2020-07-28 19:11:40.002746,0.0,48.312,0
2020-07-28 19:11:41.005337,0.0,47.774,0
2020-07-28 19:11:42.007944,0.0,47.774,0
2020-07-28 19:11:43.010592,0.0,47.774,0
2020-07-28 19:11:44.013200,0.0,46.698,0
2020-07-28 19:11:45.024736,98.5,50.464,4
2020-07-28 19:11:46.027192,100.0,52.616,4
2020-07-28 19:11:47.029296,100.0,53.692,4
2020-07-28 19:11:48.031218,100.0,54.23,4
2020-07-28 19:11:49.033202,100.0,54.768,4
2020-07-28 19:11:50.035203,100.0,54.768,4
2020-07-28 19:11:51.037163,100.0,54.768,4
2020-07-28 19:11:52.039160,98.8,55.844,4
2020-07-28 19:11:53.046360,49.6,55.306,2
2020-07-28 19:11:54.048865,50.4,54.23,2
2020-07-28 19:11:55.050878,50.0,53.692,2
2020-07-28 19:11:56.052930,50.1,53.692,2
2020-07-28 19:11:57.054889,50.0,53.692,2
2020-07-28 19:11:58.056827,50.0,53.692,2
2020-07-28 19:11:59.058909,51.4,53.692,2
2020-07-28 19:12:00.061033,50.0,53.692,2
2020-07-28 19:12:01.063160,50.4,53.692,2
2020-07-28 19:12:02.065302,50.0,53.692,2
2020-07-28 19:12:03.067298,50.1,53.154,2
2020-07-28 19:12:04.069231,50.4,54.23,2
2020-07-28 19:12:05.071217,50.1,53.692,2
2020-07-28 19:12:06.073161,50.1,54.23,2
2020-07-28 19:12:07.075182,48.8,54.23,2
2020-07-28 19:12:08.082476,74.4,54.768,3
2020-07-28 19:12:09.084902,75.0,55.844,3
2020-07-28 19:12:10.086891,75.2,55.844,3
2020-07-28 19:12:11.088995,75.2,55.844,3
2020-07-28 19:12:12.090970,75.0,55.844,3
2020-07-28 19:12:13.092937,74.3,55.844,3
2020-07-28 19:12:14.100765,98.5,57.458,4
2020-07-28 19:12:15.103158,100.0,57.996,4
2020-07-28 19:12:16.105202,100.0,57.996,4
2020-07-28 19:12:17.107135,100.0,57.996,4
2020-07-28 19:12:18.109128,100.0,57.996,4
2020-07-28 19:12:19.111078,100.0,59.072,4
2020-07-28 19:12:20.113041,100.0,59.072,4
2020-07-28 19:12:21.114952,100.0,59.072,4
2020-07-28 19:12:22.116876,100.0,59.072,4
2020-07-28 19:12:23.117783,100.0,60.148,4
2020-07-28 19:12:24.119677,100.0,60.148,4
2020-07-28 19:12:25.121559,100.0,60.148,4
2020-07-28 19:12:26.123505,100.0,60.148,4
2020-07-28 19:12:27.125434,100.0,60.148,4
2020-07-28 19:12:28.127376,100.0,60.686,4
2020-07-28 19:12:29.129392,97.5,60.686,4
2020-07-28 19:12:30.136529,74.7,60.148,3
2020-07-28 19:12:31.139024,75.2,59.072,3
2020-07-28 19:12:32.141024,75.0,59.61,3
2020-07-28 19:12:33.142981,74.5,59.072,3
2020-07-28 19:12:34.150305,50.2,59.072,2
2020-07-28 19:12:35.152677,50.0,59.072,2
2020-07-28 19:12:36.154678,50.1,57.996,2
2020-07-28 19:12:37.156634,50.0,57.996,2
2020-07-28 19:12:38.157884,50.4,57.996,2
2020-07-28 19:12:39.160018,50.4,57.996,2
2020-07-28 19:12:40.162161,50.0,57.996,2
2020-07-28 19:12:41.164293,49.4,57.458,2
2020-07-28 19:12:42.172227,25.6,56.92,1
2020-07-28 19:12:43.174680,25.0,56.92,1
2020-07-28 19:12:44.176684,25.0,56.382,1
2020-07-28 19:12:45.183851,74.6,57.458,3
2020-07-28 19:12:46.186232,75.0,57.996,3
2020-07-28 19:12:47.187785,75.4,59.072,3
2020-07-28 19:12:48.189727,75.0,59.072,3
2020-07-28 19:12:49.191783,75.2,59.61,3
2020-07-28 19:12:50.193803,74.8,59.072,3
2020-07-28 19:12:51.195777,75.0,59.072,3
2020-07-28 19:12:52.197928,74.4,59.072,3
2020-07-28 19:12:53.205938,49.8,59.072,2
2020-07-28 19:12:54.207792,50.2,59.072,2
2020-07-28 19:12:55.209804,50.0,59.072,2
