datetime,obs_type,usage,temp
2020-08-07 06:29:07.034586,cooldown,0.6,38.628
2020-08-07 06:29:08.037496,cooldown,0.0,38.628
2020-08-07 06:29:09.040856,cooldown,0.2,38.628
2020-08-07 06:29:10.044032,cooldown,0.0,38.628
2020-08-07 06:29:11.047209,cooldown,0.0,38.628
2020-08-07 06:29:12.050816,cooldown,0.5,38.628
2020-08-07 06:29:13.053654,cooldown,0.0,38.628
2020-08-07 06:29:14.056892,cooldown,0.0,39.166
2020-08-07 06:29:15.060108,cooldown,0.5,39.166
2020-08-07 06:29:16.063350,cooldown,0.0,39.166
2020-08-07 06:29:17.066474,cooldown,0.0,38.628
2020-08-07 06:29:18.069638,cooldown,0.0,39.166
2020-08-07 06:29:19.072907,cooldown,0.2,39.166
2020-08-07 06:29:20.076064,cooldown,0.0,39.166
2020-08-07 06:29:21.079207,cooldown,0.0,38.628
2020-08-07 06:29:22.082438,cooldown,0.5,39.166
2020-08-07 06:29:23.085552,cooldown,0.0,38.628
2020-08-07 06:29:24.088697,cooldown,0.0,39.166
2020-08-07 06:29:25.091860,cooldown,0.0,38.628
2020-08-07 06:29:26.094990,cooldown,0.0,39.166
2020-08-07 06:29:27.098161,cooldown,0.0,39.166
2020-08-07 06:29:28.101414,cooldown,0.0,39.166
2020-08-07 06:29:29.104592,cooldown,0.0,39.166
2020-08-07 06:29:30.107748,cooldown,0.0,38.628
2020-08-07 06:29:31.110895,cooldown,0.2,39.166
2020-08-07 06:29:32.113990,cooldown,0.0,39.166
2020-08-07 06:29:33.117151,cooldown,0.0,39.704
2020-08-07 06:29:34.120293,cooldown,0.2,39.166
2020-08-07 06:29:35.123566,cooldown,0.0,38.628
2020-08-07 06:29:36.126816,cooldown,1.3,39.166
2020-08-07 06:29:36.127711,min,,38.628
2020-08-07 06:29:37.144878,warmup,96.8,42.394
2020-08-07 06:29:38.147367,warmup,100.0,44.008
2020-08-07 06:29:39.149707,warmup,100.0,45.084
2020-08-07 06:29:40.152075,warmup,100.0,46.16
2020-08-07 06:29:41.154390,warmup,100.0,46.698
2020-08-07 06:29:42.156676,warmup,100.0,47.236
2020-08-07 06:29:43.158947,warmup,100.0,47.236
2020-08-07 06:29:44.160892,warmup,100.0,47.774
2020-08-07 06:29:45.163177,warmup,100.0,48.85
2020-08-07 06:29:46.165494,warmup,100.0,49.388
2020-08-07 06:29:47.167780,warmup,100.0,49.388
2020-08-07 06:29:48.170070,warmup,100.0,49.926
2020-08-07 06:29:49.172407,warmup,100.0,49.926
2020-08-07 06:29:50.174737,warmup,100.0,49.926
2020-08-07 06:29:51.177032,warmup,100.0,51.002
2020-08-07 06:29:52.179347,warmup,100.0,50.464
2020-08-07 06:29:53.180878,warmup,100.0,50.464
2020-08-07 06:29:54.183161,warmup,100.0,51.54
2020-08-07 06:29:55.185461,warmup,100.0,52.078
2020-08-07 06:29:56.187745,warmup,100.0,52.078
2020-08-07 06:29:57.190084,warmup,100.0,52.616
2020-08-07 06:29:58.192420,warmup,100.0,52.616
2020-08-07 06:29:59.194723,warmup,100.0,52.616
2020-08-07 06:30:00.197037,warmup,100.0,53.154
2020-08-07 06:30:01.199437,warmup,100.0,53.154
2020-08-07 06:30:02.200881,warmup,100.0,53.692
2020-08-07 06:30:03.203279,warmup,100.0,54.23
2020-08-07 06:30:04.205747,warmup,100.0,53.692
2020-08-07 06:30:05.208085,warmup,100.0,54.768
2020-08-07 06:30:06.210563,warmup,93.5,54.768
2020-08-07 06:30:07.217710,warmup,98.0,54.768
2020-08-07 06:30:08.220177,warmup,100.0,54.768
2020-08-07 06:30:09.222591,warmup,100.0,55.306
2020-08-07 06:30:10.224933,warmup,100.0,55.306
2020-08-07 06:30:11.227252,warmup,100.0,55.844
2020-08-07 06:30:12.229540,warmup,100.0,55.844
2020-08-07 06:30:13.230894,warmup,100.0,55.844
2020-08-07 06:30:14.233220,warmup,100.0,56.382
2020-08-07 06:30:15.235537,warmup,100.0,56.382
2020-08-07 06:30:16.237834,warmup,100.0,56.382
2020-08-07 06:30:17.240203,warmup,100.0,56.92
2020-08-07 06:30:18.242559,warmup,100.0,56.92
2020-08-07 06:30:19.244862,warmup,100.0,56.92
2020-08-07 06:30:20.247176,warmup,100.0,57.458
2020-08-07 06:30:21.249478,warmup,100.0,57.996
2020-08-07 06:30:22.250879,warmup,100.0,57.996
2020-08-07 06:30:23.253178,warmup,100.0,57.996
2020-08-07 06:30:24.255496,warmup,100.0,57.996
2020-08-07 06:30:25.257800,warmup,100.0,57.458
2020-08-07 06:30:26.260103,warmup,100.0,58.534
2020-08-07 06:30:27.262429,warmup,100.0,59.072
2020-08-07 06:30:28.264727,warmup,100.0,58.534
2020-08-07 06:30:29.267032,warmup,100.0,58.534
2020-08-07 06:30:30.269349,warmup,100.0,59.072
2020-08-07 06:30:31.270891,warmup,100.0,59.072
2020-08-07 06:30:32.273176,warmup,100.0,59.072
2020-08-07 06:30:33.275472,warmup,100.0,59.61
2020-08-07 06:30:34.277793,warmup,100.0,59.072
2020-08-07 06:30:35.280087,warmup,100.0,60.148
2020-08-07 06:30:36.282572,warmup,93.5,59.072
2020-08-07 06:30:37.289612,warmup,97.5,60.148
2020-08-07 06:30:38.292150,warmup,100.0,60.148
2020-08-07 06:30:39.294449,warmup,100.0,60.148
2020-08-07 06:30:40.296786,warmup,100.0,60.686
2020-08-07 06:30:41.299086,warmup,100.0,60.686
2020-08-07 06:30:42.300888,warmup,100.0,60.148
2020-08-07 06:30:43.303186,warmup,100.0,60.686
2020-08-07 06:30:44.305494,warmup,100.0,60.686
2020-08-07 06:30:45.307803,warmup,100.0,60.686
2020-08-07 06:30:46.310121,warmup,100.0,61.224
2020-08-07 06:30:47.312451,warmup,100.0,61.762
2020-08-07 06:30:48.314770,warmup,100.0,61.762
2020-08-07 06:30:49.317088,warmup,100.0,62.3
2020-08-07 06:30:50.319429,warmup,100.0,62.3
2020-08-07 06:30:51.320891,warmup,100.0,62.3
2020-08-07 06:30:52.323222,warmup,100.0,62.3
2020-08-07 06:30:53.325513,warmup,100.0,62.3
2020-08-07 06:30:54.327814,warmup,100.0,62.3
2020-08-07 06:30:55.330113,warmup,100.0,62.3
2020-08-07 06:30:56.332447,warmup,100.0,62.3
2020-08-07 06:30:57.334763,warmup,100.0,62.3
2020-08-07 06:30:58.337071,warmup,100.0,62.3
2020-08-07 06:30:59.339382,warmup,100.0,63.376
2020-08-07 06:31:00.340900,warmup,100.0,63.376
2020-08-07 06:31:01.343319,warmup,100.0,62.838
2020-08-07 06:31:02.345667,warmup,100.0,63.914
2020-08-07 06:31:03.348086,warmup,100.0,63.376
2020-08-07 06:31:04.350566,warmup,100.0,63.376
2020-08-07 06:31:05.353008,warmup,100.0,63.376
2020-08-07 06:31:06.355461,warmup,93.5,63.376
2020-08-07 06:31:07.362615,warmup,98.8,63.914
2020-08-07 06:31:08.365071,warmup,100.0,64.452
2020-08-07 06:31:09.367467,warmup,100.0,64.452
2020-08-07 06:31:10.369815,warmup,100.0,64.452
2020-08-07 06:31:11.372191,warmup,100.0,64.452
2020-08-07 06:31:12.374489,warmup,100.0,64.452
2020-08-07 06:31:13.376795,warmup,100.0,64.452
2020-08-07 06:31:14.379143,warmup,100.0,64.452
2020-08-07 06:31:15.380880,warmup,100.0,64.99
2020-08-07 06:31:16.383177,warmup,100.0,64.452
2020-08-07 06:31:17.385514,warmup,100.0,64.452
2020-08-07 06:31:18.387834,warmup,100.0,64.99
2020-08-07 06:31:19.390137,warmup,100.0,65.528
2020-08-07 06:31:20.392486,warmup,100.0,65.528
2020-08-07 06:31:21.394794,warmup,100.0,64.99
2020-08-07 06:31:22.397096,warmup,100.0,65.528
2020-08-07 06:31:23.399392,warmup,100.0,66.066
2020-08-07 06:31:24.400880,warmup,100.0,65.528
2020-08-07 06:31:25.403194,warmup,100.0,65.528
2020-08-07 06:31:26.405498,warmup,100.0,65.528
2020-08-07 06:31:27.407800,warmup,100.0,66.066
2020-08-07 06:31:28.410103,warmup,100.0,66.066
2020-08-07 06:31:29.412412,warmup,100.0,66.066
2020-08-07 06:31:30.414731,warmup,100.0,66.604
2020-08-07 06:31:31.417024,warmup,100.0,66.604
2020-08-07 06:31:32.419350,warmup,100.0,66.604
2020-08-07 06:31:33.420885,warmup,100.0,66.604
2020-08-07 06:31:34.423206,warmup,100.0,66.604
2020-08-07 06:31:35.425646,warmup,100.0,66.604
2020-08-07 06:31:36.428195,warmup,93.5,66.604
2020-08-07 06:31:37.435351,warmup,98.8,66.604
2020-08-07 06:31:38.437806,warmup,100.0,67.142
2020-08-07 06:31:39.440115,warmup,100.0,67.142
2020-08-07 06:31:40.442470,warmup,100.0,66.604
2020-08-07 06:31:41.444815,warmup,100.0,67.68
2020-08-07 06:31:42.447188,warmup,100.0,67.68
2020-08-07 06:31:43.449585,warmup,100.0,67.68
2020-08-07 06:31:44.451948,warmup,100.0,67.68
2020-08-07 06:31:45.454283,warmup,100.0,67.68
2020-08-07 06:31:46.456616,warmup,100.0,67.68
2020-08-07 06:31:47.458972,warmup,100.0,67.68
2020-08-07 06:31:48.460918,warmup,100.0,67.68
2020-08-07 06:31:49.463260,warmup,100.0,67.68
2020-08-07 06:31:50.465610,warmup,100.0,67.68
2020-08-07 06:31:51.467952,warmup,100.0,68.218
2020-08-07 06:31:52.470261,warmup,100.0,68.756
2020-08-07 06:31:53.472401,warmup,100.0,68.218
2020-08-07 06:31:54.474487,warmup,100.0,68.756
2020-08-07 06:31:55.476577,warmup,100.0,68.218
2020-08-07 06:31:56.478660,warmup,100.0,68.756
2020-08-07 06:31:57.480766,warmup,100.0,68.756
2020-08-07 06:31:58.483178,warmup,100.0,68.756
2020-08-07 06:31:59.485308,warmup,100.0,69.294
2020-08-07 06:32:00.487435,warmup,100.0,68.756
2020-08-07 06:32:01.489629,warmup,100.0,68.756
2020-08-07 06:32:02.490880,warmup,100.0,68.756
2020-08-07 06:32:03.493081,warmup,100.0,68.756
2020-08-07 06:32:04.495199,warmup,100.0,69.832
2020-08-07 06:32:05.497296,warmup,100.0,69.294
2020-08-07 06:32:06.499522,warmup,93.5,68.756
2020-08-07 06:32:07.506327,warmup,98.5,68.756
2020-08-07 06:32:08.508610,warmup,100.0,69.294
2020-08-07 06:32:09.510729,warmup,100.0,69.294
2020-08-07 06:32:10.512892,warmup,100.0,69.832
2020-08-07 06:32:11.514999,warmup,100.0,69.832
2020-08-07 06:32:12.517083,warmup,100.0,69.294
2020-08-07 06:32:13.519169,warmup,100.0,69.294
2020-08-07 06:32:14.520890,warmup,100.0,69.294
2020-08-07 06:32:15.523016,warmup,100.0,69.832
2020-08-07 06:32:16.525104,warmup,100.0,69.832
2020-08-07 06:32:17.527252,warmup,100.0,69.832
2020-08-07 06:32:18.529345,warmup,100.0,70.37
2020-08-07 06:32:19.530888,warmup,100.0,69.832
2020-08-07 06:32:20.532993,warmup,100.0,70.37
2020-08-07 06:32:21.535088,warmup,100.0,69.832
2020-08-07 06:32:22.537176,warmup,100.0,70.908
2020-08-07 06:32:23.539260,warmup,100.0,70.37
2020-08-07 06:32:24.540904,warmup,100.0,70.908
2020-08-07 06:32:25.542984,warmup,100.0,70.908
