datetime,usage,temp,stress
2020-08-01 14:12:53.998459,9.3,44.546,4
2020-08-01 14:12:55.001021,100.0,46.16,4
2020-08-01 14:12:56.002956,100.0,47.236,4
2020-08-01 14:12:57.004864,100.0,48.312,4
2020-08-01 14:12:58.006353,100.0,48.312,4
2020-08-01 14:12:59.008267,100.0,49.388,4
2020-08-01 14:13:00.010317,100.0,49.388,4
2020-08-01 14:13:01.012225,100.0,49.926,4
2020-08-01 14:13:02.014269,100.0,50.464,4
2020-08-01 14:13:03.016201,100.0,51.002,4
2020-08-01 14:13:04.018192,100.0,50.464,4
2020-08-01 14:13:05.020340,100.0,51.54,4
2020-08-01 14:13:06.022562,100.0,51.54,4
2020-08-01 14:13:07.024781,98.3,52.078,4
2020-08-01 14:13:08.027053,24.5,49.926,4
2020-08-01 14:13:09.034603,74.1,51.002,3
2020-08-01 14:13:10.036454,75.2,51.54,3
2020-08-01 14:13:11.038514,75.0,51.54,3
2020-08-01 14:13:12.040563,75.0,51.54,3
2020-08-01 14:13:13.042540,75.0,51.54,3
2020-08-01 14:13:14.044551,75.0,51.54,3
2020-08-01 14:13:15.046401,75.0,51.54,3
2020-08-01 14:13:16.048369,75.2,52.616,3
2020-08-01 14:13:17.050641,75.0,52.078,3
2020-08-01 14:13:18.052868,75.0,51.54,3
2020-08-01 14:13:19.054940,75.0,52.078,3
2020-08-01 14:13:20.057017,75.7,52.616,3
2020-08-01 14:13:21.059219,75.0,52.616,3
2020-08-01 14:13:22.061381,75.0,52.616,3
2020-08-01 14:13:23.063585,75.2,53.154,3
2020-08-01 14:13:24.065780,75.0,53.692,3
2020-08-01 14:13:25.067867,75.2,53.154,3
2020-08-01 14:13:26.069828,72.4,52.616,3
2020-08-01 14:13:27.076413,98.3,54.23,4
2020-08-01 14:13:28.078851,100.0,55.306,4
2020-08-01 14:13:29.080848,100.0,54.768,4
2020-08-01 14:13:30.082791,99.5,55.844,4
2020-08-01 14:13:31.090042,74.5,54.768,3
2020-08-01 14:13:32.092480,74.8,54.768,3
2020-08-01 14:13:33.094460,75.0,55.306,3
2020-08-01 14:13:34.096360,75.2,54.768,3
2020-08-01 14:13:35.098306,75.0,54.768,3
2020-08-01 14:13:36.100209,75.0,55.306,3
2020-08-01 14:13:37.102112,74.3,54.768,3
2020-08-01 14:13:38.109608,50.0,54.23,2
2020-08-01 14:13:39.112025,50.0,53.692,2
2020-08-01 14:13:40.113975,50.0,53.692,2
2020-08-01 14:13:41.115934,50.1,53.692,2
2020-08-01 14:13:42.117904,50.4,53.692,2
2020-08-01 14:13:43.119863,50.0,53.154,2
2020-08-01 14:13:44.121929,50.1,53.692,2
2020-08-01 14:13:45.123919,50.0,53.692,2
2020-08-01 14:13:46.126008,50.0,53.692,2
2020-08-01 14:13:47.128003,50.5,53.692,2
2020-08-01 14:13:48.129900,50.0,53.154,2
2020-08-01 14:13:49.131942,50.0,53.692,2
2020-08-01 14:13:50.133890,50.1,53.154,2
2020-08-01 14:13:51.135758,50.0,53.154,2
2020-08-01 14:13:52.137791,50.4,53.692,2
2020-08-01 14:13:53.139699,50.1,53.154,2
2020-08-01 14:13:54.141707,48.6,53.154,2
2020-08-01 14:13:55.148938,98.0,54.768,4
2020-08-01 14:13:56.151360,100.0,55.844,4
2020-08-01 14:13:57.153315,100.0,55.844,4
2020-08-01 14:13:58.155225,100.0,56.92,4
2020-08-01 14:13:59.156352,100.0,56.382,4
2020-08-01 14:14:00.158285,100.0,56.92,4
2020-08-01 14:14:01.160217,100.0,56.92,4
2020-08-01 14:14:02.162354,100.0,57.458,4
2020-08-01 14:14:03.164318,100.0,57.996,4
2020-08-01 14:14:04.166296,100.0,57.996,4
2020-08-01 14:14:05.168279,100.0,57.996,4
2020-08-01 14:14:06.170238,100.0,57.996,4
2020-08-01 14:14:07.172112,100.0,57.996,4
2020-08-01 14:14:08.174025,100.0,57.996,4
2020-08-01 14:14:09.175939,100.0,58.534,4
2020-08-01 14:14:10.177934,100.0,58.534,4
2020-08-01 14:14:11.179860,97.2,58.534,4
2020-08-01 14:14:12.186933,25.1,56.92,1
2020-08-01 14:14:13.189368,25.0,55.844,1
2020-08-01 14:14:14.191375,25.0,55.306,1
2020-08-01 14:14:15.193300,25.0,54.768,1
2020-08-01 14:14:16.195273,25.6,54.768,1
2020-08-01 14:14:17.197504,25.1,53.692,1
2020-08-01 14:14:18.211876,0.0,52.616,0
2020-08-01 14:14:19.215241,0.0,52.078,0
2020-08-01 14:14:20.218023,1.8,51.54,0
2020-08-01 14:14:21.220891,0.2,51.54,0
2020-08-01 14:14:22.223727,0.0,51.002,0
2020-08-01 14:14:23.235311,25.2,51.54,1
2020-08-01 14:14:24.237849,25.4,52.078,1
2020-08-01 14:14:25.239813,25.1,52.078,1
2020-08-01 14:14:26.241736,25.0,52.616,1
2020-08-01 14:14:27.243683,25.0,52.078,1
2020-08-01 14:14:28.245610,25.0,52.078,1
2020-08-01 14:14:29.247628,25.4,51.54,1
2020-08-01 14:14:30.249544,25.1,52.078,1
2020-08-01 14:14:31.251489,25.0,52.078,1
2020-08-01 14:14:32.253396,25.0,52.078,1
2020-08-01 14:14:33.255352,25.0,52.078,1
2020-08-01 14:14:34.257304,25.2,51.54,1
